Time,Time2,Voltage,Current density
0,0,0.0031,0
0.001111111,4,0.0031,0
0.002222222,8,0.0031,0
0.003333333,12,1.9822,1.226
0.004444444,16,2.0086,1.226
0.005555556,20,1.9818,1.1444
0.006666667,24,1.9817,1.1444
0.007777778,28,1.9821,1.1444
0.008888889,32,2.1207,1.516
0.01,36,2.1182,1.516
0.011111111,40,2.0117,1.2348
0.012222222,44,2.0133,1.2348
0.013333333,48,2.014,1.2348
0.014444444,52,2.0121,1.2284
0.015555556,56,2.0124,1.2284
0.016666667,60,2.1998,1.722
0.017777778,64,2.194,1.7224
0.018888889,68,2.1908,1.7224
0.02,72,2.0578,1.3676
0.021111111,76,2.0601,1.3676
0.022222222,80,2.0481,1.3328
0.023333333,84,2.0487,1.3328
0.024444444,88,2.0491,1.3328
0.025555556,92,2.0847,1.4268
0.026666667,96,2.0843,1.4268
0.027777778,100,2.032,1.286
0.028888889,104,2.032,1.286
0.03,108,2.0326,1.286
0.031111111,112,1.8899,0.8868
0.032222222,116,1.8909,0.8868
0.033333333,120,1.8916,1.022
0.034444444,124,1.9402,1.022
0.035555556,128,1.9402,1.022
0.036666667,132,1.9432,1.0296
0.037777778,136,1.9433,1.0296
0.038888889,140,1.9435,1.0296
0.04,144,1.9651,1.0892
0.041111111,148,1.9651,1.0892
0.042222222,152,1.9674,1.0952
0.043333333,156,1.9675,1.0952
0.044444444,160,1.9676,1.0952
0.045555556,164,1.9725,1.1088
0.046666667,168,1.9725,1.1088
0.047777778,172,1.9862,1.146
0.048888889,176,1.9862,1.146
0.05,180,1.9862,1.146
0.051111111,184,1.9999,1.1836
0.052222222,188,1.9999,1.1836
0.053333333,192,1.8312,0.7144
0.054444444,196,1.8318,0.7144
0.055555556,200,1.8324,0.7144
0.056666667,204,1.7541,0.5032
0.057777778,208,1.7543,0.5032
0.058888889,212,1.9173,0.9524
0.06,216,1.9193,0.9524
0.061111111,220,1.9194,0.9524
0.062222222,224,1.9243,0.966
0.063333333,228,1.9244,0.966
0.064444444,232,2.0081,1.1936
0.065555556,236,2.0075,1.1936
0.066666667,240,2.007,1.1936
0.067777778,244,2.0757,1.3752
0.068888889,248,2.0743,1.3752
0.07,252,2.0364,1.2784
0.071111111,256,2.0367,1.2784
0.072222222,260,2.0367,1.2784
0.073333333,264,1.9547,1.0556
0.074444444,268,1.9553,1.0556
0.075555556,272,1.98,1.1224
0.076666667,276,1.9803,1.1224
0.077777778,280,1.9804,1.1224
0.078888889,284,2.0179,1.2236
0.08,288,2.0176,1.2236
0.081111111,292,1.8152,0.6656
0.082222222,296,1.8155,0.6652
0.083333333,300,1.8161,0.6652
0.084444444,304,1.8301,0.7024
0.085555556,308,1.8304,0.7024
0.086666667,312,1.8761,0.8292
0.087777778,316,1.8768,0.8292
0.088888889,320,1.8769,0.8292
0.09,324,1.9044,0.9048
0.091111111,328,1.9044,0.9048
0.092222222,332,1.8495,0.7524
0.093333333,336,1.8495,0.7524
0.094444444,340,1.8497,0.7524
0.095555556,344,1.8682,0.8028
0.096666667,348,1.8683,0.8028
0.097777778,352,1.8008,0.6172
0.098888889,356,1.8004,0.6172
0.1,360,1.8006,0.6172
0.101111111,364,1.9383,0.994
0.102222222,368,1.9384,0.994
0.103333333,372,1.7905,0.584
0.104444444,376,1.7881,0.584
0.105555556,380,1.7884,0.584
0.106666667,384,1.9023,0.894
0.107777778,388,1.9027,0.894
0.108888889,392,1.9113,0.9184
0.11,396,1.9116,0.9184
0.111111111,400,1.9115,0.9184
0.112222222,404,1.997,1.1484
0.113333333,408,1.9962,1.1484
0.114444444,412,1.8918,0.8636
0.115555556,416,1.891,0.8636
0.116666667,420,1.8914,0.8636
0.117777778,424,1.9146,0.9264
0.118888889,428,1.9147,0.9264
0.12,432,1.8831,0.8376
0.121111111,436,1.8824,0.8376
0.122222222,440,1.8826,0.8376
0.123333333,444,1.8778,0.824
0.124444444,448,1.878,0.824
0.125555556,452,1.9876,1.1296
0.126666667,456,1.991,1.1296
0.127777778,460,1.9904,1.1296
0.128888889,464,1.9222,0.9468
0.13,468,1.9225,0.9468
0.131111111,472,1.8894,0.8544
0.132222222,476,1.8891,0.8544
0.133333333,480,1.8893,0.8544
0.134444444,484,1.9161,0.9272
0.135555556,488,1.9162,0.9272
0.136666667,492,1.9162,0.9272
0.137777778,496,1.9153,0.9244
0.138888889,500,1.9154,0.9244
0.14,504,1.9261,0.9532
0.141111111,508,1.9261,0.9532
0.142222222,512,1.9261,0.884
0.143333333,516,1.9009,0.884
0.144444444,520,1.901,0.884
0.145555556,524,1.8272,0.682
0.146666667,528,1.8273,0.682
0.147777778,532,1.8275,0.5104
0.148888889,536,1.7626,0.5104
0.15,540,1.7627,0.5104
0.151111111,544,1.8404,0.7168
0.152222222,548,1.841,0.7168
0.153333333,552,1.8412,0.7168
0.154444444,556,1.8467,0.7316
0.155555556,560,1.8467,0.7316
0.156666667,564,1.7488,0.4728
0.157777778,568,1.7486,0.4728
0.158888889,572,1.7486,0.4728
0.16,576,1.7423,0.4568
0.161111111,580,1.7424,0.4568
0.162222222,584,1.7232,0.4084
0.163333333,588,1.723,0.4084
0.164444444,592,1.7231,0.4084
0.165555556,596,1.7279,0.4204
0.166666667,600,1.728,0.42
0.167777778,604,1.7689,0.524
0.168888889,608,1.7694,0.524
0.17,612,1.7696,0.524
0.171111111,616,1.7639,0.5092
0.172222222,620,1.764,0.5092
0.173333333,624,1.7845,0.5624
0.174444444,628,1.7848,0.5624
0.175555556,632,1.7849,0.5624
0.176666667,636,1.7075,0.3692
0.177777778,640,1.7073,0.3692
0.178888889,644,1.7521,0.4808
0.18,648,1.753,0.4808
0.181111111,652,1.7531,0.4808
0.182222222,656,1.7373,0.4408
0.183333333,660,1.7372,0.4408
0.184444444,664,1.6894,0.3252
0.185555556,668,1.6887,0.3252
0.186666667,672,1.6886,0.3252
0.187777778,676,1.6789,0.3032
0.188888889,680,1.6788,0.3032
0.19,684,1.7847,0.5676
0.191111111,688,1.7872,0.5676
0.192222222,692,1.7877,0.5676
0.193333333,696,1.6853,0.3164
0.194444444,700,1.6849,0.3164
0.195555556,704,1.7747,0.5392
0.196666667,708,1.7768,0.5392
0.197777778,712,1.777,0.5392
0.198888889,716,1.7675,0.5148
0.2,720,1.7676,0.5144
0.201111111,724,1.651,0.2388
0.202222222,728,1.6493,0.2388
0.203333333,732,1.6489,0.2388
0.204444444,736,1.7806,0.5524
0.205555556,740,1.7822,0.5524
0.206666667,744,1.7298,0.418
0.207777778,748,1.7291,0.418
0.208888889,752,1.729,0.418
0.21,756,1.6999,0.3488
0.211111111,760,1.6997,0.3488
0.212222222,764,1.686,0.3164
0.213333333,768,1.6855,0.3164
0.214444444,772,1.6855,0.3164
0.215555556,776,1.7699,0.522
0.216666667,780,1.771,0.5224
0.217777778,784,1.7135,0.3768
0.218888889,788,1.7121,0.3768
0.22,792,1.712,0.3768
0.221111111,796,1.4492,0
0.222222222,800,1.4386,0
0.223333333,804,1.4385,0
0.224444444,808,1.4402,0
0.225555556,812,1.4412,0
0.226666667,816,1.69,0.348
0.227777778,820,1.694,0.348
0.228888889,824,1.7931,0.5996
0.23,828,1.7979,0.5996
0.231111111,832,1.7995,0.6
0.232222222,836,1.6808,0.3076
0.233333333,840,1.6801,0.3076
0.234444444,844,1.6801,0
0.235555556,848,1.4414,0
0.236666667,852,1.4395,0
0.237777778,856,1.7012,0.3704
0.238888889,860,1.7052,0.3704
0.24,864,1.7065,0.3704
0.241111111,868,1.6619,0.2692
0.242222222,872,1.6621,0.2692
0.243333333,876,1.6743,0.2956
0.244444444,880,1.6746,0.2956
0.245555556,884,1.6748,0.2956
0.246666667,888,1.6652,0.2744
0.247777778,892,1.6653,0.2744
0.248888889,896,1.679,0.3044
0.25,900,1.6793,0.3044
0.251111111,904,1.6795,0.3044
0.252222222,908,1.6983,0.3468
0.253333333,912,1.6985,0.3468
0.254444444,916,1.6532,0.2464
0.255555556,920,1.6525,0.2464
0.256666667,924,1.6524,0.2464
0.257777778,928,1.6259,0.194
0.258888889,932,1.6257,0.194
0.26,936,1.6617,0.268
0.261111111,940,1.6624,0.268
0.262222222,944,1.6626,0.268
0.263333333,948,1.7194,0.3964
0.264444444,952,1.72,0.3964
0.265555556,956,1.6369,0.2124
0.266666667,960,1.6357,0.2124
0.267777778,964,1.6356,0.2124
0.268888889,968,1.4441,0
0.27,972,1.4418,0
0.271111111,976,1.442,0
0.272222222,980,1.4424,0
0.273333333,984,1.4427,0
0.274444444,988,1.4428,0
0.275555556,992,1.443,0
0.276666667,996,1.4431,0
0.277777778,1000,1.4431,0
0.278888889,1004,1.4432,0
0.28,1008,1.4433,0
0.281111111,1012,1.4433,0
0.282222222,1016,1.4433,0
0.283333333,1020,1.4433,0
0.284444444,1024,1.4434,0
0.285555556,1028,1.4434,0
0.286666667,1032,1.4434,0
0.287777778,1036,1.4435,0
0.288888889,1040,1.4435,0
0.29,1044,1.4435,0
0.291111111,1048,1.4436,0
0.292222222,1052,1.4436,0
0.293333333,1056,1.4436,0
0.294444444,1060,1.4436,0
0.295555556,1064,1.4436,0
0.296666667,1068,1.4436,0
0.297777778,1072,1.4436,0
0.298888889,1076,1.4436,0
0.3,1080,1.4437,0
0.301111111,1084,1.4437,0
0.302222222,1088,1.4437,0
0.303333333,1092,1.4437,0
0.304444444,1096,1.4437,0
0.305555556,1100,1.4437,0
0.306666667,1104,1.4438,0
0.307777778,1108,1.4438,0
0.308888889,1112,1.4438,0
0.31,1116,1.4438,0
0.311111111,1120,1.4438,0
0.312222222,1124,1.4438,0
0.313333333,1128,1.4438,0
0.314444444,1132,1.4439,0
0.315555556,1136,1.4439,0
0.316666667,1140,1.4439,0
0.317777778,1144,1.4439,0
0.318888889,1148,1.444,0
0.32,1152,1.444,0
0.321111111,1156,1.444,0
0.322222222,1160,1.444,0
0.323333333,1164,1.444,0
0.324444444,1168,1.4441,0
0.325555556,1172,1.4441,0
0.326666667,1176,1.4441,0
0.327777778,1180,1.4441,0
0.328888889,1184,1.4441,0
0.33,1188,1.4441,0
0.331111111,1192,1.4441,0
0.332222222,1196,1.4442,0
0.333333333,1200,1.4442,0
0.334444444,1204,1.4442,0
0.335555556,1208,1.4442,0
0.336666667,1212,1.4442,0
0.337777778,1216,1.4443,0
0.338888889,1220,1.4443,0
0.34,1224,1.4443,0
0.341111111,1228,1.4443,0
0.342222222,1232,1.4443,0
0.343333333,1236,1.4443,0
0.344444444,1240,1.4443,0
0.345555556,1244,1.4444,0
0.346666667,1248,1.4444,0
0.347777778,1252,1.4444,0
0.348888889,1256,1.4444,0
0.35,1260,1.4444,0
0.351111111,1264,1.4444,0
0.352222222,1268,1.4445,0
0.353333333,1272,1.4444,0
0.354444444,1276,1.4445,0
0.355555556,1280,1.4445,0
0.356666667,1284,1.4445,0
0.357777778,1288,1.4445,0
0.358888889,1292,1.4445,0
0.36,1296,1.4445,0
0.361111111,1300,1.4445,0
0.362222222,1304,1.4445,0
0.363333333,1308,1.4446,0
0.364444444,1312,1.4446,0
0.365555556,1316,1.4446,0
0.366666667,1320,1.4446,0
0.367777778,1324,1.4446,0
0.368888889,1328,1.4447,0
0.37,1332,1.4447,0
0.371111111,1336,1.4447,0
0.372222222,1340,1.4447,0
0.373333333,1344,1.4447,0
0.374444444,1348,1.4448,0
0.375555556,1352,1.4448,0
0.376666667,1356,1.4448,0
0.377777778,1360,1.4448,0
0.378888889,1364,1.4448,0
0.38,1368,1.4448,0
0.381111111,1372,1.4448,0
0.382222222,1376,1.4448,0
0.383333333,1380,1.4448,0
0.384444444,1384,1.4449,0
0.385555556,1388,1.4449,0
0.386666667,1392,1.4449,0
0.387777778,1396,1.4449,0
0.388888889,1400,1.4449,0
0.39,1404,1.445,0
0.391111111,1408,1.445,0
0.392222222,1412,1.445,0
0.393333333,1416,1.445,0
0.394444444,1420,1.445,0
0.395555556,1424,1.445,0
0.396666667,1428,1.445,0
0.397777778,1432,1.445,0
0.398888889,1436,1.4451,0
0.4,1440,1.4451,0
0.401111111,1444,1.4451,0
0.402222222,1448,1.4451,0
0.403333333,1452,1.4451,0
0.404444444,1456,1.4452,0
0.405555556,1460,1.4451,0
0.406666667,1464,1.4451,0
0.407777778,1468,1.4451,0
0.408888889,1472,1.4451,0
0.41,1476,1.4452,0
0.411111111,1480,1.4452,0
0.412222222,1484,1.4453,0
0.413333333,1488,1.5821,0.1344
0.414444444,1492,1.5852,0.1344
0.415555556,1496,1.5863,0.1344
0.416666667,1500,1.6535,0.2644
0.417777778,1504,1.655,0.2644
0.418888889,1508,1.6063,0.1628
0.42,1512,1.6054,0.1628
0.421111111,1516,1.6056,0.1628
0.422222222,1520,1.6383,0.2256
0.423333333,1524,1.639,0.2256
0.424444444,1528,1.725,0.4252
0.425555556,1532,1.7285,0.4252
0.426666667,1536,1.7296,0.4252
0.427777778,1540,1.7675,0.5196
0.428888889,1544,1.7682,0.5196
0.43,1548,1.7685,0.5196
0.431111111,1552,1.7308,0.4252
0.432222222,1556,1.7308,0.4252
0.433333333,1560,1.7387,0.4448
0.434444444,1564,1.7389,0.4448
0.435555556,1568,1.739,0.4448
0.436666667,1572,1.7685,0.518
0.437777778,1576,1.7687,0.518
0.438888889,1580,1.7143,0.3836
0.44,1584,1.714,0.3836
0.441111111,1588,1.714,0.3836
0.442222222,1592,1.7103,0.3744
0.443333333,1596,1.7103,0.3744
0.444444444,1600,1.7303,0.4228
0.445555556,1604,1.7306,0.4228
0.446666667,1608,1.7307,0.4228
0.447777778,1612,1.7231,0.4044
0.448888889,1616,1.7232,0.4044
0.45,1620,1.7616,0.4996
0.451111111,1624,1.7622,0.4996
0.452222222,1628,1.7624,0.4996
0.453333333,1632,1.6722,0.2864
0.454444444,1636,1.6719,0.2864
0.455555556,1640,1.6743,0.292
0.456666667,1644,1.6743,0.292
0.457777778,1648,1.6743,0.292
0.458888889,1652,1.7181,0.392
0.46,1656,1.7184,0.392
0.461111111,1660,1.7336,0.4284
0.462222222,1664,1.7339,0.4284
0.463333333,1668,1.7339,0.4284
0.464444444,1672,1.7406,0.4444
0.465555556,1676,1.7408,0.4444
0.466666667,1680,1.646,0.2272
0.467777778,1684,1.6443,0.2272
0.468888889,1688,1.644,0.2272
0.47,1692,1.6296,0.1992
0.471111111,1696,1.6294,0.1992
0.472222222,1700,1.6438,0.228
0.473333333,1704,1.6441,0.228
0.474444444,1708,1.6442,0.228
0.475555556,1712,1.6364,0.2124
0.476666667,1716,1.6364,0.2124
0.477777778,1720,1.6132,0.168
0.478888889,1724,1.6127,0.168
0.48,1728,1.6126,0.168
0.481111111,1732,1.5765,0.108
0.482222222,1736,1.5762,0.108
0.483333333,1740,1.5644,0.0908
0.484444444,1744,1.5641,0.0908
0.485555556,1748,1.5641,0.0908
0.486666667,1752,1.5838,0.1204
0.487777778,1756,1.5839,0.1204
0.488888889,1760,1.6053,0.1568
0.49,1764,1.6057,0.1568
0.491111111,1768,1.6059,0.1568
0.492222222,1772,1.5618,0.0868
0.493333333,1776,1.5615,0.0868
0.494444444,1780,1.5343,0.0528
0.495555556,1784,1.5339,0.0528
0.496666667,1788,1.5338,0.0528
0.497777778,1792,1.548,0.0696
0.498888889,1796,1.5481,0.0696
0.5,1800,1.5961,0.1428
0.501111111,1804,1.5971,0.1428
0.502222222,1808,1.5975,0.1428
0.503333333,1812,1.5995,0.146
0.504444444,1816,1.5997,0.146
0.505555556,1820,1.5999,0.1524
0.506666667,1824,1.6036,0.1524
0.507777778,1828,1.6037,0.1524
0.508888889,1832,1.6168,0.1756
0.51,1836,1.617,0.1756
0.511111111,1840,1.6494,0.2404
0.512222222,1844,1.6506,0.2404
0.513333333,1848,1.651,0.2404
0.514444444,1852,1.6689,0.278
0.515555556,1856,1.6694,0.278
0.516666667,1860,1.6611,0.2596
0.517777778,1864,1.6609,0.2596
0.518888889,1868,1.661,0.2596
0.52,1872,1.6732,0.286
0.521111111,1876,1.6735,0.286
0.522222222,1880,1.6843,0.3104
0.523333333,1884,1.6847,0.3104
0.524444444,1888,1.6848,0.3104
0.525555556,1892,1.7062,0.3588
0.526666667,1896,1.7065,0.3588
0.527777778,1900,1.7066,0.3588
0.528888889,1904,1.705,0.3552
0.53,1908,1.705,0.3552
0.531111111,1912,1.6503,0.2352
0.532222222,1916,1.6497,0.2352
0.533333333,1920,1.6495,0.2352
0.534444444,1924,1.6252,0.188
0.535555556,1928,1.625,0.188
0.536666667,1932,1.6129,0.166
0.537777778,1936,1.6127,0.166
0.538888889,1940,1.6126,0.166
0.54,1944,1.5512,0.0716
0.541111111,1948,1.551,0.0716
0.542222222,1952,1.5601,0.084
0.543333333,1956,1.5601,0.084
0.544444444,1960,1.5601,0.084
0.545555556,1964,1.6178,0.1776
0.546666667,1968,1.6183,0.1776
0.547777778,1972,1.6224,0.1848
0.548888889,1976,1.6227,0.1848
0.55,1980,1.6229,0.1848
0.551111111,1984,1.5934,0.1328
0.552222222,1988,1.5932,0.1328
0.553333333,1992,1.5609,0.084
0.554444444,1996,1.5606,0.084
0.555555556,2000,1.5605,0.084
0.556666667,2004,1.624,0.1888
0.557777778,2008,1.6246,0.1888
0.558888889,2012,1.6487,0.2364
0.56,2016,1.6493,0.2364
0.561111111,2020,1.6497,0.2364
0.562222222,2024,1.6227,0.1832
0.563333333,2028,1.6226,0.1832
0.564444444,2032,1.6307,0.1988
0.565555556,2036,1.6309,0.1988
0.566666667,2040,1.631,0.1988
0.567777778,2044,1.6545,0.2456
0.568888889,2048,1.6548,0.2456
0.57,2052,1.6356,0.2064
0.571111111,2056,1.6353,0.2064
0.572222222,2060,1.6352,0.2064
0.573333333,2064,1.6133,0.1656
0.574444444,2068,1.6131,0.1656
0.575555556,2072,1.5838,0.116
0.576666667,2076,1.5832,0.116
0.577777778,2080,1.5831,0.116
0.578888889,2084,1.5852,0.1196
0.58,2088,1.5853,0.1196
0.581111111,2092,1.6255,0.1912
0.582222222,2096,1.6264,0.1912
0.583333333,2100,1.6267,0.1912
0.584444444,2104,1.6313,0.1996
0.585555556,2108,1.6314,0.1996
0.586666667,2112,1.5993,0.1396
0.587777778,2116,1.5982,0.1396
0.588888889,2120,1.598,0.1396
0.59,2124,1.5696,0.0952
0.591111111,2128,1.5693,0.0952
0.592222222,2132,1.5664,0.0912
0.593333333,2136,1.5662,0.0912
0.594444444,2140,1.5662,0.0912
0.595555556,2144,1.5815,0.114
0.596666667,2148,1.5815,0.114
0.597777778,2152,1.6027,0.1496
0.598888889,2156,1.6033,0.1496
0.6,2160,1.6035,0.1496
0.601111111,2164,1.6025,0.1476
0.602222222,2168,1.6025,0.1476
0.603333333,2172,1.6229,0.1852
0.604444444,2176,1.6237,0.1852
0.605555556,2180,1.6238,0.1852
0.606666667,2184,1.6049,0.1508
0.607777778,2188,1.6048,0.1508
0.608888889,2192,1.638,0.2148
0.61,2196,1.6392,0.2148
0.611111111,2200,1.6395,0.2148
0.612222222,2204,1.6297,0.1952
0.613333333,2208,1.6297,0.1952
0.614444444,2212,1.6298,0.1136
0.615555556,2216,1.5824,0.1136
0.616666667,2220,1.5821,0.1136
0.617777778,2224,1.6157,0.1708
0.618888889,2228,1.616,0.1708
0.62,2232,1.6429,0.2232
0.621111111,2236,1.6439,0.2232
0.622222222,2240,1.6442,0.2232
0.623333333,2244,1.6586,0.2524
0.624444444,2248,1.659,0.2524
0.625555556,2252,1.6519,0.2376
0.626666667,2256,1.6518,0.2376
0.627777778,2260,1.6518,0.2376
0.628888889,2264,1.7044,0.3528
0.63,2268,1.7052,0.3528
0.631111111,2272,1.7055,0.2088
0.632222222,2276,1.6378,0.2088
0.633333333,2280,1.6376,0.2088
0.634444444,2284,1.6594,0.2536
0.635555556,2288,1.6597,0.2536
0.636666667,2292,1.6598,0.2536
0.637777778,2296,1.6483,0.2304
0.638888889,2300,1.6483,0.2304
0.64,2304,1.6561,0.246
0.641111111,2308,1.6562,0.246
0.642222222,2312,1.6563,0.246
0.643333333,2316,1.6765,0.2888
0.644444444,2320,1.6767,0.2888
0.645555556,2324,1.6788,0.2932
0.646666667,2328,1.6789,0.2932
0.647777778,2332,1.6789,0.2932
0.648888889,2336,1.7088,0.36
0.65,2340,1.7091,0.36
0.651111111,2344,1.7188,0.3828
0.652222222,2348,1.719,0.3828
0.653333333,2352,1.7191,0.3828
0.654444444,2356,1.7282,0.404
0.655555556,2360,1.7283,0.404
0.656666667,2364,1.7455,0.4456
0.657777778,2368,1.7458,0.4456
0.658888889,2372,1.7458,0.4456
0.66,2376,1.6739,0.28
0.661111111,2380,1.6735,0.28
0.662222222,2384,1.6849,0.3056
0.663333333,2388,1.6851,0.3056
0.664444444,2392,1.6852,0.3056
0.665555556,2396,1.6611,0.254
0.666666667,2400,1.6609,0.254
0.667777778,2404,1.6905,0.3196
0.668888889,2408,1.6913,0.3196
0.67,2412,1.6914,0.3196
0.671111111,2416,1.7194,0.3836
0.672222222,2420,1.7196,0.3836
0.673333333,2424,1.7003,0.338
0.674444444,2428,1.7001,0.338
0.675555556,2432,1.7001,0.338
0.676666667,2436,1.6683,0.2684
0.677777778,2440,1.6681,0.2684
0.678888889,2444,1.6766,0.2872
0.68,2448,1.6767,0.2872
0.681111111,2452,1.6768,0.2872
0.682222222,2456,1.6953,0.3272
0.683333333,2460,1.6954,0.3272
0.684444444,2464,1.7202,0.3852
0.685555556,2468,1.7209,0.3852
0.686666667,2472,1.721,0.3852
0.687777778,2476,1.7044,0.3468
0.688888889,2480,1.7043,0.3468
0.69,2484,1.694,0.3232
0.691111111,2488,1.6938,0.3232
0.692222222,2492,1.6938,0.3232
0.693333333,2496,1.6956,0.3272
0.694444444,2500,1.6956,0.3272
0.695555556,2504,1.7365,0.4252
0.696666667,2508,1.7381,0.4252
0.697777778,2512,1.7383,0.4252
0.698888889,2516,1.7109,0.3608
0.7,2520,1.7108,0.3608
0.701111111,2524,1.6405,0.2064
0.702222222,2528,1.638,0.2064
0.703333333,2532,1.6376,0.2064
0.704444444,2536,1.6144,0.1636
0.705555556,2540,1.6141,0.1636
0.706666667,2544,1.6526,0.24
0.707777778,2548,1.6538,0.24
0.708888889,2552,1.6541,0.24
0.71,2556,1.6974,0.3336
0.711111111,2560,1.6982,0.3336
0.712222222,2564,1.6985,0.3124
0.713333333,2568,1.6891,0.3124
0.714444444,2572,1.6892,0.3124
0.715555556,2576,1.6944,0.3236
0.716666667,2580,1.6944,0.3236
0.717777778,2584,1.6945,0.3236
0.718888889,2588,1.7029,0.3428
0.72,2592,1.703,0.3428
0.721111111,2596,1.7174,0.3756
0.722222222,2600,1.7176,0.3756
0.723333333,2604,1.7176,0.3756
0.724444444,2608,1.7109,0.36
0.725555556,2612,1.7109,0.36
0.726666667,2616,1.7448,0.4408
0.727777778,2620,1.7452,0.4408
0.728888889,2624,1.7454,0.4236
0.73,2628,1.7382,0.4236
0.731111111,2632,1.7382,0.4236
0.732222222,2636,1.7338,0.4132
0.733333333,2640,1.7338,0.4132
0.734444444,2644,1.7338,0.4132
0.735555556,2648,1.7017,0.3392
0.736666667,2652,1.7016,0.3392
0.737777778,2656,1.6795,0.29
0.738888889,2660,1.6793,0.29
0.74,2664,1.6792,0.29
0.741111111,2668,1.6616,0.2528
0.742222222,2672,1.6614,0.2528
0.743333333,2676,1.683,0.2996
0.744444444,2680,1.6833,0.2996
0.745555556,2684,1.6834,0.2996
0.746666667,2688,1.6924,0.3188
0.747777778,2692,1.6926,0.3188
0.748888889,2696,1.661,0.2504
0.75,2700,1.6605,0.2504
0.751111111,2704,1.6604,0.2504
0.752222222,2708,1.6356,0.2016
0.753333333,2712,1.6353,0.2016
0.754444444,2716,1.6373,0.2052
0.755555556,2720,1.6373,0.2052
0.756666667,2724,1.6373,0.2052
0.757777778,2728,1.6794,0.292
0.758888889,2732,1.6799,0.292
0.76,2736,1.6961,0.3284
0.761111111,2740,1.6966,0.3284
0.762222222,2744,1.6968,0.3284
0.763333333,2748,1.7394,0.4276
0.764444444,2752,1.74,0.4276
0.765555556,2756,1.7125,0.3612
0.766666667,2760,1.712,0.3612
0.767777778,2764,1.7119,0.3612
0.768888889,2768,1.6935,0.32
0.77,2772,1.6934,0.32
0.771111111,2776,1.6595,0.246
0.772222222,2780,1.6587,0.246
0.773333333,2784,1.6585,0.246
0.774444444,2788,1.6622,0.254
0.775555556,2792,1.6622,0.254
0.776666667,2796,1.6688,0.268
0.777777778,2800,1.6689,0.268
0.778888889,2804,1.669,0.268
0.78,2808,1.6496,0.228
0.781111111,2812,1.6494,0.228
0.782222222,2816,1.6638,0.2584
0.783333333,2820,1.6642,0.2584
0.784444444,2824,1.6643,0.2584
0.785555556,2828,1.6494,0.228
0.786666667,2832,1.6492,0.228
0.787777778,2836,1.6575,0.2452
0.788888889,2840,1.6579,0.2452
0.79,2844,1.6579,0.2452
0.791111111,2848,1.7312,0.4096
0.792222222,2852,1.7322,0.4096
0.793333333,2856,1.8139,0.6192
0.794444444,2860,1.8176,0.6192
0.795555556,2864,1.818,0.6192
0.796666667,2868,1.9575,0.9668
0.797777778,2872,1.9572,0.9668
0.798888889,2876,1.9829,1.0312
0.8,2880,1.9826,1.0312
0.801111111,2884,1.9817,1.0312
0.802222222,2888,2.1231,1.3724
0.803333333,2892,2.1177,1.3724
0.804444444,2896,2.1064,1.3512
0.805555556,2900,2.1054,1.3512
0.806666667,2904,2.1045,1.3512
0.807777778,2908,2.1291,1.4144
0.808888889,2912,2.1272,1.4144
0.81,2916,2.126,1.4144
0.811111111,2920,2.2832,1.8472
0.812222222,2924,2.2772,1.8472
0.813333333,2928,2.3655,2.1184
0.814444444,2932,2.3595,2.1184
0.815555556,2936,2.3556,2.1184
0.816666667,2940,2.2359,1.774
0.817777778,2944,2.2386,1.774
0.818888889,2948,2.2304,1.7504
0.82,2952,2.2306,1.7504
0.821111111,2956,2.2305,1.9548
0.822222222,2960,2.3017,1.9548
0.823333333,2964,2.2985,1.9548
0.824444444,2968,2.3466,2.0952
0.825555556,2972,2.341,2.0952
0.826666667,2976,2.3391,2.0952
0.827777778,2980,2.2986,1.9796
0.828888889,2984,2.2992,1.9796
0.83,2988,2.2289,1.788
0.831111111,2992,2.2322,1.788
0.832222222,2996,2.2336,1.788
0.833333333,3000,2.2099,1.7216
0.834444444,3004,2.2108,1.7216
0.835555556,3008,2.2794,1.9036
0.836666667,3012,2.2755,1.9036
0.837777778,3016,2.2739,1.9036
0.838888889,3020,2.2204,1.7568
0.84,3024,2.2217,1.7568
0.841111111,3028,2.1745,1.634
0.842222222,3032,2.1772,1.634
0.843333333,3036,2.1781,1.634
0.844444444,3040,2.1141,1.4636
0.845555556,3044,2.116,1.4636
0.846666667,3048,2.1331,1.5036
0.847777778,3052,2.1331,1.5036
0.848888889,3056,2.1336,1.5036
0.85,3060,2.1618,1.5764
0.851111111,3064,2.1611,1.5768
0.852222222,3068,2.1904,1.6512
0.853333333,3072,2.1885,1.6512
0.854444444,3076,2.1878,1.6512
0.855555556,3080,2.1791,1.6304
0.856666667,3084,2.179,1.6304
0.857777778,3088,2.1949,1.6708
0.858888889,3092,2.1935,1.6708
0.86,3096,2.193,1.6708
0.861111111,3100,2.2254,1.7588
0.862222222,3104,2.224,1.7588
0.863333333,3108,2.083,1.3996
0.864444444,3112,2.0884,1.3996
0.865555556,3116,2.0903,1.3996
0.866666667,3120,2.0166,1.2
0.867777778,3124,2.0182,1.2
0.868888889,3128,2.159,1.5564
0.87,3132,2.1555,1.5564
0.871111111,3136,2.1539,1.5564
0.872222222,3140,2.2358,1.7748
0.873333333,3144,2.2323,1.7748
0.874444444,3148,2.2258,1.764
0.875555556,3152,2.2252,1.764
0.876666667,3156,2.2244,1.764
0.877777778,3160,2.3242,2.0476
0.878888889,3164,2.3183,2.0476
